case_id,resource,activity,start_time,end_time
890,Clerk-000005,Check application form completeness,2023-04-27T13:00:00.000,2023-04-27T13:20:33.120
890,Clerk-000001,Return application back to applicant,2023-04-27T13:20:33.120,2023-04-27T13:25:33.120
889,Loan Officer-000002,Assess loan risk,2023-04-27T13:08:05.383,2023-04-27T13:28:05.383
889,Loan Officer-000001,Design loan offer,2023-04-27T13:28:05.383,2023-04-27T13:35:59.371
889,Senior Officer-000002,Approve loan offer,2023-04-27T13:35:59.371,2023-04-27T13:55:59.371
891,Clerk-000002,Check application form completeness,2023-04-27T13:30:00.000,2023-04-27T13:58:52.279
889,Clerk-000008,Cancel application,2023-04-27T13:55:59.371,2023-04-27T14:00:59.371
888,Appraiser-000001,Appraise property,2023-04-27T12:33:40.237,2023-04-27T14:04:55.691
892,Clerk-000003,Check application form completeness,2023-04-27T14:00:00.000,2023-04-27T14:18:48.795
892,Appraiser-000001,Appraise property,2023-04-27T14:18:48.795,2023-04-27T14:23:12.324
888,Loan Officer-000003,Assess loan risk,2023-04-27T14:04:55.691,2023-04-27T14:24:55.691
892,Clerk-000004,Check credit history,2023-04-27T14:18:48.795,2023-04-27T14:25:32.493
890,Applicant-000001,Applicant completes form,2023-04-27T13:25:33.120,2023-04-27T14:25:33.120
888,Loan Officer-000004,Design loan offer,2023-04-27T14:24:55.691,2023-04-27T14:34:16.120
893,Clerk-000005,Check application form completeness,2023-04-27T14:30:00.000,2023-04-27T14:44:35.279
888,Senior Officer-000001,Approve loan offer,2023-04-27T14:34:16.120,2023-04-27T14:54:16.120
888,Clerk-000002,Cancel application,2023-04-27T14:54:16.120,2023-04-27T14:59:16.120
890,Clerk-000007,Check application form completeness,2023-04-27T14:25:33.120,2023-04-28T07:06:20.729
890,Clerk-000003,Check credit history,2023-04-28T07:06:20.729,2023-04-28T07:07:08.073
894,Clerk-000008,Check application form completeness,2023-04-27T15:00:00.000,2023-04-28T07:09:20.656
894,Clerk-000004,Return application back to applicant,2023-04-28T07:09:20.656,2023-04-28T07:14:20.656
891,Clerk-000006,Check credit history,2023-04-27T13:58:52.279,2023-04-28T07:28:32.082
895,Clerk-000005,Check application form completeness,2023-04-28T07:30:00.000,2023-04-28T07:30:34.263
895,Clerk-000002,Check credit history,2023-04-28T07:30:34.263,2023-04-28T07:41:43.462
893,Clerk-000001,Check credit history,2023-04-27T14:44:35.279,2023-04-28T07:45:57.156
893,Appraiser-000001,Appraise property,2023-04-27T14:44:35.279,2023-04-28T07:47:10.911
891,Appraiser-000002,Appraise property,2023-04-27T13:58:52.279,2023-04-28T08:01:37.318
892,AML Investigator-000001,AML check,2023-04-27T14:18:48.795,2023-04-28T08:05:59.440
895,Appraiser-000002,Appraise property,2023-04-28T08:01:37.318,2023-04-28T08:07:51.324
896,Clerk-000007,Check application form completeness,2023-04-28T08:00:00.000,2023-04-28T08:13:46.110
894,Applicant-000001,Applicant completes form,2023-04-28T07:14:20.656,2023-04-28T08:14:20.656
890,Appraiser-000001,Appraise property,2023-04-28T07:47:10.911,2023-04-28T08:14:45.586
892,Loan Officer-000002,Assess loan risk,2023-04-28T08:05:59.440,2023-04-28T08:25:59.440
894,Clerk-000008,Check application form completeness,2023-04-28T08:14:20.656,2023-04-28T08:27:41.189
892,Loan Officer-000001,Design loan offer,2023-04-28T08:25:59.440,2023-04-28T08:32:21.222
896,Clerk-000003,Check credit history,2023-04-28T08:13:46.110,2023-04-28T08:33:06.300
897,Clerk-000006,Check application form completeness,2023-04-28T08:30:00.000,2023-04-28T08:34:47.871
891,AML Investigator-000002,AML check,2023-04-27T13:58:52.279,2023-04-28T08:36:52.811
897,Clerk-000005,Check credit history,2023-04-28T08:34:47.871,2023-04-28T08:43:17.861
894,Appraiser-000001,Appraise property,2023-04-28T08:27:41.189,2023-04-28T08:43:28.645
894,Clerk-000004,Check credit history,2023-04-28T08:27:41.189,2023-04-28T08:44:41.109
892,Senior Officer-000002,Approve loan offer,2023-04-28T08:32:21.222,2023-04-28T08:52:21.222
891,Loan Officer-000003,Assess loan risk,2023-04-28T08:36:52.811,2023-04-28T08:56:52.811
892,Clerk-000002,Approve application,2023-04-28T08:52:21.222,2023-04-28T08:57:21.222
896,Appraiser-000002,Appraise property,2023-04-28T08:13:46.110,2023-04-28T08:58:47.006
890,AML Investigator-000001,AML check,2023-04-28T08:05:59.440,2023-04-28T09:01:09.911
893,AML Investigator-000002,AML check,2023-04-28T08:36:52.811,2023-04-28T09:03:31.704
891,Clerk-000001,Reject application,2023-04-28T08:56:52.811,2023-04-28T09:06:52.811
890,Loan Officer-000004,Assess loan risk,2023-04-28T09:01:09.911,2023-04-28T09:21:09.911
895,AML Investigator-000002,AML check,2023-04-28T09:03:31.704,2023-04-28T09:21:51.329
893,Loan Officer-000002,Assess loan risk,2023-04-28T09:03:31.704,2023-04-28T09:23:31.704
894,AML Investigator-000001,AML check,2023-04-28T09:01:09.911,2023-04-28T09:24:00.436
890,Clerk-000008,Reject application,2023-04-28T09:21:09.911,2023-04-28T09:31:09.911
897,AML Investigator-000001,AML check,2023-04-28T09:24:00.436,2023-04-28T09:32:57.770
893,Clerk-000003,Reject application,2023-04-28T09:23:31.704,2023-04-28T09:33:31.704
895,Loan Officer-000001,Assess loan risk,2023-04-28T09:21:51.329,2023-04-28T09:41:51.329
894,Loan Officer-000003,Assess loan risk,2023-04-28T09:24:00.436,2023-04-28T09:44:00.436
896,AML Investigator-000002,AML check,2023-04-28T09:21:51.329,2023-04-28T09:46:03.257
894,Loan Officer-000004,Design loan offer,2023-04-28T09:44:00.436,2023-04-28T09:46:32.574
898,Clerk-000007,Check application form completeness,2023-04-28T09:00:00.000,2023-04-28T09:51:05.661
895,Clerk-000005,Reject application,2023-04-28T09:41:51.329,2023-04-28T09:51:51.329
897,Appraiser-000001,Appraise property,2023-04-28T08:43:28.645,2023-04-28T09:56:48.886
899,Clerk-000006,Check application form completeness,2023-04-28T09:30:00.000,2023-04-28T10:04:51.013
896,Loan Officer-000002,Assess loan risk,2023-04-28T09:46:03.257,2023-04-28T10:06:03.257
894,Senior Officer-000001,Approve loan offer,2023-04-28T09:46:32.574,2023-04-28T10:06:32.574
894,Clerk-000008,Approve application,2023-04-28T10:06:32.574,2023-04-28T10:11:32.574
898,Appraiser-000002,Appraise property,2023-04-28T09:51:05.661,2023-04-28T10:12:05.272
896,Loan Officer-000003,Design loan offer,2023-04-28T10:06:03.257,2023-04-28T10:13:44.027
897,Loan Officer-000001,Assess loan risk,2023-04-28T09:56:48.886,2023-04-28T10:16:48.886
898,AML Investigator-000001,AML check,2023-04-28T09:51:05.661,2023-04-28T10:17:16.232
897,Loan Officer-000004,Design loan offer,2023-04-28T10:16:48.886,2023-04-28T10:19:28.137
900,Clerk-000002,Check application form completeness,2023-04-28T10:00:00.000,2023-04-28T10:19:31.800
899,AML Investigator-000002,AML check,2023-04-28T10:04:51.013,2023-04-28T10:25:06.823
900,Clerk-000003,Check credit history,2023-04-28T10:19:31.800,2023-04-28T10:28:17.123
901,Clerk-000007,Check application form completeness,2023-04-28T10:30:00.000,2023-04-28T10:33:00.719
896,Senior Officer-000002,Approve loan offer,2023-04-28T10:13:44.027,2023-04-28T10:33:44.027
896,Clerk-000006,Cancel application,2023-04-28T10:33:44.027,2023-04-28T10:38:44.027
897,Senior Officer-000001,Approve loan offer,2023-04-28T10:19:28.137,2023-04-28T10:39:28.137
897,Clerk-000008,Cancel application,2023-04-28T10:39:28.137,2023-04-28T10:44:28.137
898,Clerk-000004,Check credit history,2023-04-28T09:51:05.661,2023-04-28T10:48:06.903
899,Clerk-000001,Check credit history,2023-04-28T10:04:51.013,2023-04-28T10:56:35.534
902,Clerk-000002,Check application form completeness,2023-04-28T11:00:00.000,2023-04-28T11:00:25.692
901,Clerk-000005,Check credit history,2023-04-28T10:33:00.719,2023-04-28T11:00:45.029
900,Appraiser-000002,Appraise property,2023-04-28T10:19:31.800,2023-04-28T11:01:19.859
898,Loan Officer-000002,Assess loan risk,2023-04-28T10:48:06.903,2023-04-28T11:08:06.903
900,AML Investigator-000001,AML check,2023-04-28T10:19:31.800,2023-04-28T11:09:23.932
901,Appraiser-000002,Appraise property,2023-04-28T11:01:19.859,2023-04-28T11:16:24.261
899,Appraiser-000001,Appraise property,2023-04-28T10:04:51.013,2023-04-28T11:20:45.109
902,Appraiser-000002,Appraise property,2023-04-28T11:16:24.261,2023-04-28T11:29:06.679
900,Loan Officer-000001,Assess loan risk,2023-04-28T11:09:23.932,2023-04-28T11:29:23.932
902,Clerk-000003,Check credit history,2023-04-28T11:00:25.692,2023-04-28T11:29:44.922
898,Loan Officer-000003,Design loan offer,2023-04-28T11:08:06.903,2023-04-28T11:30:07.922
901,AML Investigator-000002,AML check,2023-04-28T10:33:00.719,2023-04-28T11:33:54.664
903,Clerk-000007,Check application form completeness,2023-04-28T11:30:00.000,2023-04-28T11:34:20.152
899,Loan Officer-000004,Assess loan risk,2023-04-28T11:20:45.109,2023-04-28T11:40:45.109
903,Clerk-000006,Check credit history,2023-04-28T11:34:20.152,2023-04-28T11:45:47.429
903,AML Investigator-000002,AML check,2023-04-28T11:34:20.152,2023-04-28T11:46:20.571
898,Senior Officer-000002,Approve loan offer,2023-04-28T11:30:07.922,2023-04-28T11:50:07.922
901,Loan Officer-000001,Assess loan risk,2023-04-28T11:33:54.664,2023-04-28T11:53:54.664
900,Loan Officer-000002,Design loan offer,2023-04-28T11:29:23.932,2023-04-28T11:54:11.946
901,Loan Officer-000004,Design loan offer,2023-04-28T11:53:54.664,2023-04-28T11:54:20.290
898,Clerk-000008,Cancel application,2023-04-28T11:50:07.922,2023-04-28T11:55:07.922
902,AML Investigator-000001,AML check,2023-04-28T11:09:23.932,2023-04-28T11:58:14.118
899,Loan Officer-000003,Design loan offer,2023-04-28T11:40:45.109,2023-04-28T12:09:36.531
903,Appraiser-000001,Appraise property,2023-04-28T11:34:20.152,2023-04-28T12:10:45.961
904,Clerk-000004,Check application form completeness,2023-04-28T12:00:00.000,2023-04-28T12:13:19.202
904,Clerk-000001,Check credit history,2023-04-28T12:13:19.202,2023-04-28T12:13:48.088
900,Senior Officer-000001,Approve loan offer,2023-04-28T11:54:11.946,2023-04-28T12:14:11.946
901,Senior Officer-000002,Approve loan offer,2023-04-28T11:54:20.290,2023-04-28T12:14:20.290
902,Loan Officer-000001,Assess loan risk,2023-04-28T11:58:14.118,2023-04-28T12:18:14.118
900,Clerk-000002,Cancel application,2023-04-28T12:14:11.946,2023-04-28T12:19:11.946
901,Clerk-000005,Approve application,2023-04-28T12:14:20.290,2023-04-28T12:19:20.290
902,Loan Officer-000004,Design loan offer,2023-04-28T12:18:14.118,2023-04-28T12:27:38.796
903,Loan Officer-000002,Assess loan risk,2023-04-28T12:10:45.961,2023-04-28T12:30:45.961
905,Clerk-000003,Check application form completeness,2023-04-28T12:30:00.000,2023-04-28T12:32:58.149
905,Appraiser-000001,Appraise property,2023-04-28T12:32:58.149,2023-04-28T12:33:34.618
899,Senior Officer-000001,Approve loan offer,2023-04-28T12:14:11.946,2023-04-28T12:34:11.946
905,AML Investigator-000001,AML check,2023-04-28T12:32:58.149,2023-04-28T12:36:58.876
899,Clerk-000006,Approve application,2023-04-28T12:34:11.946,2023-04-28T12:39:11.946
902,Senior Officer-000002,Approve loan offer,2023-04-28T12:27:38.796,2023-04-28T12:47:38.796
905,Clerk-000007,Check credit history,2023-04-28T12:32:58.149,2023-04-28T12:47:45.174
902,Clerk-000008,Cancel application,2023-04-28T12:47:38.796,2023-04-28T12:52:38.796
905,Loan Officer-000001,Assess loan risk,2023-04-28T12:47:45.174,2023-04-28T13:07:45.174
904,Appraiser-000002,Appraise property,2023-04-28T12:13:19.202,2023-04-28T13:08:34.679
903,Loan Officer-000003,Design loan offer,2023-04-28T12:30:45.961,2023-04-28T13:17:08.489
905,Clerk-000001,Reject application,2023-04-28T13:07:45.174,2023-04-28T13:17:45.174
903,Senior Officer-000001,Approve loan offer,2023-04-28T13:17:08.489,2023-04-28T13:37:08.489
906,Clerk-000004,Check application form completeness,2023-04-28T13:00:00.000,2023-04-28T13:38:49.469
906,Appraiser-000001,Appraise property,2023-04-28T13:38:49.469,2023-04-28T13:41:26.861
904,AML Investigator-000002,AML check,2023-04-28T12:13:19.202,2023-04-28T13:41:49.700
903,Clerk-000005,Cancel application,2023-04-28T13:37:08.489,2023-04-28T13:42:08.489
906,Clerk-000003,Check credit history,2023-04-28T13:38:49.469,2023-04-28T13:43:41.520
904,Loan Officer-000004,Assess loan risk,2023-04-28T13:41:49.700,2023-04-28T14:01:49.700
908,Clerk-000006,Check application form completeness,2023-04-28T14:00:00.000,2023-04-28T14:05:29.908
904,Clerk-000007,Reject application,2023-04-28T14:01:49.700,2023-04-28T14:11:49.700
907,Clerk-000002,Check application form completeness,2023-04-28T13:30:00.000,2023-04-28T14:13:28.101
908,Clerk-000008,Check credit history,2023-04-28T14:05:29.908,2023-04-28T14:17:20.390
907,Appraiser-000001,Appraise property,2023-04-28T14:13:28.101,2023-04-28T14:24:13.532
907,Clerk-000001,Check credit history,2023-04-28T14:13:28.101,2023-04-28T14:39:46.904
906,AML Investigator-000001,AML check,2023-04-28T13:38:49.469,2023-04-28T14:41:20.403
907,AML Investigator-000001,AML check,2023-04-28T14:41:20.403,2023-04-28T14:55:22.195
908,AML Investigator-000002,AML check,2023-04-28T14:05:29.908,2023-05-01T07:01:19.144
906,Loan Officer-000002,Assess loan risk,2023-04-28T14:41:20.403,2023-05-01T07:01:20.403
909,Clerk-000004,Check application form completeness,2023-04-28T14:30:00.000,2023-05-01T07:02:25.250
909,Appraiser-000001,Appraise property,2023-05-01T07:02:25.250,2023-05-01T07:09:43.210
906,Loan Officer-000003,Design loan offer,2023-05-01T07:01:20.403,2023-05-01T07:15:09.997
907,Loan Officer-000001,Assess loan risk,2023-04-28T14:55:22.195,2023-05-01T07:15:22.195
907,Clerk-000006,Reject application,2023-05-01T07:15:22.195,2023-05-01T07:25:22.195
911,Clerk-000007,Check application form completeness,2023-05-01T07:30:00.000,2023-05-01T07:32:07.358
909,Clerk-000003,Check credit history,2023-05-01T07:02:25.250,2023-05-01T07:33:46.027
906,Senior Officer-000002,Approve loan offer,2023-05-01T07:15:09.997,2023-05-01T07:35:09.997
908,Appraiser-000002,Appraise property,2023-04-28T14:05:29.908,2023-05-01T07:39:45.702
906,Clerk-000008,Approve application,2023-05-01T07:35:09.997,2023-05-01T07:40:09.997
909,AML Investigator-000001,AML check,2023-05-01T07:02:25.250,2023-05-01T07:49:06.841
911,Appraiser-000001,Appraise property,2023-05-01T07:32:07.358,2023-05-01T07:53:02.937
911,Clerk-000002,Check credit history,2023-05-01T07:32:07.358,2023-05-01T07:56:35.127
908,Loan Officer-000004,Assess loan risk,2023-05-01T07:39:45.702,2023-05-01T07:59:45.702
912,Clerk-000001,Check application form completeness,2023-05-01T08:00:00.000,2023-05-01T08:05:02.141
912,AML Investigator-000001,AML check,2023-05-01T08:05:02.141,2023-05-01T08:08:50.196
909,Loan Officer-000002,Assess loan risk,2023-05-01T07:49:06.841,2023-05-01T08:09:06.841
909,Loan Officer-000001,Design loan offer,2023-05-01T08:09:06.841,2023-05-01T08:11:21.684
910,Clerk-000005,Check application form completeness,2023-04-28T15:00:00.000,2023-05-01T08:13:37.616
912,Clerk-000004,Check credit history,2023-05-01T08:05:02.141,2023-05-01T08:15:05.780
908,Loan Officer-000003,Design loan offer,2023-05-01T07:59:45.702,2023-05-01T08:15:51.118
912,Appraiser-000002,Appraise property,2023-05-01T08:05:02.141,2023-05-01T08:16:28.435
910,Clerk-000006,Check credit history,2023-05-01T08:13:37.616,2023-05-01T08:17:48.317
910,Appraiser-000001,Appraise property,2023-05-01T08:13:37.616,2023-05-01T08:23:51.480
911,AML Investigator-000002,AML check,2023-05-01T07:32:07.358,2023-05-01T08:31:02.017
909,Senior Officer-000001,Approve loan offer,2023-05-01T08:11:21.684,2023-05-01T08:31:21.684
908,Senior Officer-000002,Approve loan offer,2023-05-01T08:15:51.118,2023-05-01T08:35:51.118
909,Clerk-000003,Cancel application,2023-05-01T08:31:21.684,2023-05-01T08:36:21.684
912,Loan Officer-000004,Assess loan risk,2023-05-01T08:16:28.435,2023-05-01T08:36:28.435
908,Clerk-000008,Approve application,2023-05-01T08:35:51.118,2023-05-01T08:40:51.118
910,AML Investigator-000001,AML check,2023-05-01T08:13:37.616,2023-05-01T08:42:57.665
912,Clerk-000002,Reject application,2023-05-01T08:36:28.435,2023-05-01T08:46:28.435
911,Loan Officer-000002,Assess loan risk,2023-05-01T08:31:02.017,2023-05-01T08:51:02.017
913,Clerk-000007,Check application form completeness,2023-05-01T08:30:00.000,2023-05-01T08:52:42.066
911,Clerk-000001,Reject application,2023-05-01T08:51:02.017,2023-05-01T09:01:02.017
910,Loan Officer-000001,Assess loan risk,2023-05-01T08:42:57.665,2023-05-01T09:02:57.665
914,Clerk-000004,Check application form completeness,2023-05-01T09:00:00.000,2023-05-01T09:04:50.491
913,Clerk-000005,Check credit history,2023-05-01T08:52:42.066,2023-05-01T09:08:55.101
910,Loan Officer-000003,Design loan offer,2023-05-01T09:02:57.665,2023-05-01T09:12:20.985
914,Clerk-000006,Check credit history,2023-05-01T09:04:50.491,2023-05-01T09:16:58.658
914,AML Investigator-000001,AML check,2023-05-01T09:04:50.491,2023-05-01T09:23:03.601
910,Senior Officer-000001,Approve loan offer,2023-05-01T09:12:20.985,2023-05-01T09:32:20.985
913,AML Investigator-000002,AML check,2023-05-01T08:52:42.066,2023-05-01T09:34:24.496
915,Clerk-000003,Check application form completeness,2023-05-01T09:30:00.000,2023-05-01T09:34:49.419
913,Appraiser-000002,Appraise property,2023-05-01T08:52:42.066,2023-05-01T09:35:42.129
915,Appraiser-000002,Appraise property,2023-05-01T09:35:42.129,2023-05-01T09:36:20.512
910,Clerk-000008,Approve application,2023-05-01T09:32:20.985,2023-05-01T09:37:20.985
915,Clerk-000002,Check credit history,2023-05-01T09:34:49.419,2023-05-01T09:39:59.950
913,Loan Officer-000004,Assess loan risk,2023-05-01T09:35:42.129,2023-05-01T09:55:42.129
916,Clerk-000001,Check application form completeness,2023-05-01T10:00:00.000,2023-05-01T10:05:04.724
913,Clerk-000007,Reject application,2023-05-01T09:55:42.129,2023-05-01T10:05:42.129
916,Clerk-000004,Check credit history,2023-05-01T10:05:04.724,2023-05-01T10:12:42.375
914,Appraiser-000001,Appraise property,2023-05-01T09:04:50.491,2023-05-01T10:19:44.265
916,Appraiser-000002,Appraise property,2023-05-01T10:05:04.724,2023-05-01T10:27:35.529
917,Clerk-000005,Check application form completeness,2023-05-01T10:30:00.000,2023-05-01T10:30:37.536
915,AML Investigator-000001,AML check,2023-05-01T09:34:49.419,2023-05-01T10:36:15.839
916,AML Investigator-000002,AML check,2023-05-01T10:05:04.724,2023-05-01T10:36:29.470
917,Clerk-000006,Check credit history,2023-05-01T10:30:37.536,2023-05-01T10:38:23.919
914,Loan Officer-000002,Assess loan risk,2023-05-01T10:19:44.265,2023-05-01T10:39:44.265
914,Loan Officer-000004,Design loan offer,2023-05-01T10:39:44.265,2023-05-01T10:40:16.839
915,Loan Officer-000001,Assess loan risk,2023-05-01T10:36:15.839,2023-05-01T10:56:15.839
916,Loan Officer-000003,Assess loan risk,2023-05-01T10:36:29.470,2023-05-01T10:56:29.470
914,Senior Officer-000002,Approve loan offer,2023-05-01T10:40:16.839,2023-05-01T11:00:16.839
917,Appraiser-000001,Appraise property,2023-05-01T10:30:37.536,2023-05-01T11:01:40.114
914,Clerk-000002,Cancel application,2023-05-01T11:00:16.839,2023-05-01T11:05:16.839
917,AML Investigator-000001,AML check,2023-05-01T10:36:15.839,2023-05-01T11:06:24.426
916,Clerk-000003,Reject application,2023-05-01T10:56:29.470,2023-05-01T11:06:29.470
917,Loan Officer-000004,Assess loan risk,2023-05-01T11:06:24.426,2023-05-01T11:26:24.426
917,Clerk-000001,Reject application,2023-05-01T11:26:24.426,2023-05-01T11:36:24.426
918,Clerk-000008,Check application form completeness,2023-05-01T11:00:00.000,2023-05-01T11:37:35.912
915,Loan Officer-000002,Design loan offer,2023-05-01T10:56:15.839,2023-05-01T11:41:41.342
918,AML Investigator-000002,AML check,2023-05-01T11:37:35.912,2023-05-01T11:48:23.473
918,Appraiser-000002,Appraise property,2023-05-01T11:37:35.912,2023-05-01T11:51:53.373
919,Clerk-000007,Check application form completeness,2023-05-01T11:30:00.000,2023-05-01T11:53:13.609
915,Senior Officer-000001,Approve loan offer,2023-05-01T11:41:41.342,2023-05-01T12:01:41.342
919,Appraiser-000001,Appraise property,2023-05-01T11:53:13.609,2023-05-01T12:04:32.825
915,Clerk-000002,Approve application,2023-05-01T12:01:41.342,2023-05-01T12:06:41.342
919,AML Investigator-000001,AML check,2023-05-01T11:53:13.609,2023-05-01T12:23:56.805
918,Clerk-000004,Check credit history,2023-05-01T11:37:35.912,2023-05-01T12:32:37.823
920,Clerk-000006,Check application form completeness,2023-05-01T12:00:00.000,2023-05-01T12:36:07.454
921,Clerk-000003,Check application form completeness,2023-05-01T12:30:00.000,2023-05-01T12:44:43.436
920,Appraiser-000002,Appraise property,2023-05-01T12:36:07.454,2023-05-01T12:45:36.492
921,AML Investigator-000001,AML check,2023-05-01T12:44:43.436,2023-05-01T12:48:54.088
918,Loan Officer-000001,Assess loan risk,2023-05-01T12:32:37.823,2023-05-01T12:52:37.823
920,Clerk-000001,Check credit history,2023-05-01T12:36:07.454,2023-05-01T12:57:05.529
920,AML Investigator-000002,AML check,2023-05-01T12:36:07.454,2023-05-01T13:00:57.589
921,Appraiser-000001,Appraise property,2023-05-01T12:44:43.436,2023-05-01T13:01:01.999
918,Clerk-000007,Reject application,2023-05-01T12:52:37.823,2023-05-01T13:02:37.823
920,Loan Officer-000003,Assess loan risk,2023-05-01T13:00:57.589,2023-05-01T13:20:57.589
922,Clerk-000002,Check application form completeness,2023-05-01T13:00:00.000,2023-05-01T13:22:59.996
919,Clerk-000005,Check credit history,2023-05-01T11:53:13.609,2023-05-01T13:30:12.516
920,Clerk-000004,Reject application,2023-05-01T13:20:57.589,2023-05-01T13:30:57.589
922,AML Investigator-000001,AML check,2023-05-01T13:22:59.996,2023-05-01T13:31:37.573
921,Clerk-000008,Check credit history,2023-05-01T12:44:43.436,2023-05-01T13:41:57.119
923,Clerk-000003,Check application form completeness,2023-05-01T13:30:00.000,2023-05-01T13:49:32.534
923,AML Investigator-000002,AML check,2023-05-01T13:49:32.534,2023-05-01T13:50:08.716
919,Loan Officer-000004,Assess loan risk,2023-05-01T13:30:12.516,2023-05-01T13:50:12.516
923,Appraiser-000001,Appraise property,2023-05-01T13:49:32.534,2023-05-01T13:56:32.272
919,Clerk-000007,Reject application,2023-05-01T13:50:12.516,2023-05-01T14:00:12.516
921,Loan Officer-000002,Assess loan risk,2023-05-01T13:41:57.119,2023-05-01T14:01:57.119
924,Clerk-000002,Check application form completeness,2023-05-01T14:00:00.000,2023-05-01T14:03:30.644
924,Clerk-000005,Check credit history,2023-05-01T14:03:30.644,2023-05-01T14:03:36.662
921,Loan Officer-000001,Design loan offer,2023-05-01T14:01:57.119,2023-05-01T14:07:13.806
924,AML Investigator-000001,AML check,2023-05-01T14:03:30.644,2023-05-01T14:09:51.945
924,Appraiser-000001,Appraise property,2023-05-01T14:03:30.644,2023-05-01T14:25:26.146
921,Senior Officer-000002,Approve loan offer,2023-05-01T14:07:13.806,2023-05-01T14:27:13.806
921,Clerk-000004,Approve application,2023-05-01T14:27:13.806,2023-05-01T14:32:13.806
923,Clerk-000001,Check credit history,2023-05-01T13:49:32.534,2023-05-01T14:33:32.736
922,Clerk-000006,Check credit history,2023-05-01T13:22:59.996,2023-05-01T14:38:03.362
924,Loan Officer-000003,Assess loan risk,2023-05-01T14:25:26.146,2023-05-01T14:45:26.146
923,Loan Officer-000004,Assess loan risk,2023-05-01T14:33:32.736,2023-05-01T14:53:32.736
923,Clerk-000003,Reject application,2023-05-01T14:53:32.736,2023-05-02T07:03:32.736
926,Clerk-000007,Check application form completeness,2023-05-01T15:00:00.000,2023-05-02T07:05:12.259
926,Appraiser-000001,Appraise property,2023-05-02T07:05:12.259,2023-05-02T07:17:12.983
924,Loan Officer-000002,Design loan offer,2023-05-01T14:45:26.146,2023-05-02T07:17:53.880
925,Clerk-000008,Check application form completeness,2023-05-01T14:30:00.000,2023-05-02T07:19:42.979
925,Appraiser-000001,Appraise property,2023-05-02T07:19:42.979,2023-05-02T07:26:56.603
925,AML Investigator-000001,AML check,2023-05-02T07:19:42.979,2023-05-02T07:28:49.694
926,Clerk-000002,Check credit history,2023-05-02T07:05:12.259,2023-05-02T07:30:08.698
926,AML Investigator-000002,AML check,2023-05-02T07:05:12.259,2023-05-02T07:35:10.233
924,Senior Officer-000001,Approve loan offer,2023-05-02T07:17:53.880,2023-05-02T07:37:53.880
924,Clerk-000001,Cancel application,2023-05-02T07:37:53.880,2023-05-02T07:42:53.880
925,Clerk-000005,Check credit history,2023-05-02T07:19:42.979,2023-05-02T07:46:21.663
922,Appraiser-000002,Appraise property,2023-05-01T13:22:59.996,2023-05-02T07:48:14.997
927,Clerk-000004,Check application form completeness,2023-05-02T07:30:00.000,2023-05-02T07:53:21.340
926,Loan Officer-000001,Assess loan risk,2023-05-02T07:35:10.233,2023-05-02T07:55:10.233
927,Appraiser-000001,Appraise property,2023-05-02T07:53:21.340,2023-05-02T07:56:55.120
925,Loan Officer-000003,Assess loan risk,2023-05-02T07:46:21.663,2023-05-02T08:06:21.663
922,Loan Officer-000004,Assess loan risk,2023-05-02T07:48:14.997,2023-05-02T08:08:14.997
926,Loan Officer-000002,Design loan offer,2023-05-02T07:55:10.233,2023-05-02T08:09:10.319
925,Loan Officer-000001,Design loan offer,2023-05-02T08:06:21.663,2023-05-02T08:13:16.568
922,Clerk-000007,Reject application,2023-05-02T08:08:14.997,2023-05-02T08:18:14.997
927,AML Investigator-000001,AML check,2023-05-02T07:53:21.340,2023-05-02T08:18:40.410
927,Clerk-000006,Check credit history,2023-05-02T07:53:21.340,2023-05-02T08:22:32.419
928,Clerk-000003,Check application form completeness,2023-05-02T08:00:00.000,2023-05-02T08:23:09.552
928,Clerk-000008,Check credit history,2023-05-02T08:23:09.552,2023-05-02T08:23:58.168
926,Senior Officer-000002,Approve loan offer,2023-05-02T08:09:10.319,2023-05-02T08:29:10.319
928,Appraiser-000002,Appraise property,2023-05-02T08:23:09.552,2023-05-02T08:30:07.836
928,AML Investigator-000002,AML check,2023-05-02T08:23:09.552,2023-05-02T08:32:11.405
925,Senior Officer-000001,Approve loan offer,2023-05-02T08:13:16.568,2023-05-02T08:33:16.568
926,Clerk-000002,Cancel application,2023-05-02T08:29:10.319,2023-05-02T08:34:10.319
925,Clerk-000005,Approve application,2023-05-02T08:33:16.568,2023-05-02T08:38:16.568
927,Loan Officer-000003,Assess loan risk,2023-05-02T08:22:32.419,2023-05-02T08:42:32.419
929,Clerk-000001,Check application form completeness,2023-05-02T08:30:00.000,2023-05-02T08:44:44.126
927,Loan Officer-000002,Design loan offer,2023-05-02T08:42:32.419,2023-05-02T08:48:01.348
929,Clerk-000004,Return application back to applicant,2023-05-02T08:44:44.126,2023-05-02T08:49:44.126
928,Loan Officer-000004,Assess loan risk,2023-05-02T08:32:11.405,2023-05-02T08:52:11.405
928,Clerk-000007,Reject application,2023-05-02T08:52:11.405,2023-05-02T09:02:11.405
930,Clerk-000006,Check application form completeness,2023-05-02T09:00:00.000,2023-05-02T09:04:48.738
930,Clerk-000003,Check credit history,2023-05-02T09:04:48.738,2023-05-02T09:07:44.267
927,Senior Officer-000002,Approve loan offer,2023-05-02T08:48:01.348,2023-05-02T09:08:01.348
